Begin Bates num from SYNTHETIC_PROD_001,End Bates num from SYNTHETIC_PROD_001,Tag: RFP 01 - Synthetic request category 01,Tag: RFP 02 - Synthetic request category 02,Tag: RFP 03 - Synthetic request category 03,Tag: RFP 04 - Synthetic request category 04,Tag: RFP 05 - Synthetic request category 05,Tag: RFP 06 - Synthetic request category 06,Tag: RFP 07 - Synthetic request category 07,Tag: RFP 08 - Synthetic request category 08,Tag: RFP 09 - Synthetic request category 09,Tag: RFP 10 - Synthetic request category 10,Tag: RFP 11 - Synthetic request category 11,Tag: RFP 12 - Synthetic request category 12
SYNEWPLD024-0004777,SYNEWPLD024-0004777,,,Yes,,,,Yes,,,,,
SYNEWPLD024-0004781,SYNEWPLD024-0004782,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0004785,SYNEWPLD024-0004787,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0004789,SYNEWPLD024-0004789,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0004793,SYNEWPLD024-0004794,,,,Yes,,,,,,,Yes,
SYNEWPLD024-0004797,SYNEWPLD024-0004799,,,,Yes,,,,,,,,Yes
SYNEWPLD024-0004801,SYNEWPLD024-0004801,Yes,,,Yes,,,,,,,,
SYNEWPLD024-0004805,SYNEWPLD024-0004806,,Yes,,Yes,,,,,,,,
SYNEWPLD024-0004809,SYNEWPLD024-0004811,,,Yes,Yes,,,,,,,,
SYNEWPLD024-0004813,SYNEWPLD024-0004813,,,,Yes,,,,,,,,
SYNEWPLD024-0004817,SYNEWPLD024-0004818,,,,,Yes,,,,,,,
SYNEWPLD024-0004821,SYNEWPLD024-0004823,,,,,Yes,Yes,,,,,,
SYNEWPLD024-0004825,SYNEWPLD024-0004825,,,,,Yes,,Yes,,,,,
SYNEWPLD024-0004829,SYNEWPLD024-0004830,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0004833,SYNEWPLD024-0004835,,,,,Yes,,,,Yes,,,
SYNEWPLD024-0004837,SYNEWPLD024-0004837,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0004841,SYNEWPLD024-0004842,,,,,Yes,,,,,,Yes,
SYNEWPLD024-0004845,SYNEWPLD024-0004847,,,,,,Yes,,,,,,Yes
SYNEWPLD024-0004849,SYNEWPLD024-0004849,Yes,,,,,Yes,,,,,,
SYNEWPLD024-0004853,SYNEWPLD024-0004854,,Yes,,,,Yes,,,,,,
SYNEWPLD024-0004857,SYNEWPLD024-0004859,,,Yes,,,Yes,,,,,,
SYNEWPLD024-0004861,SYNEWPLD024-0004861,,,,Yes,,Yes,,,,,,
SYNEWPLD024-0004865,SYNEWPLD024-0004866,,,,,Yes,Yes,,,,,,
SYNEWPLD024-0004869,SYNEWPLD024-0004871,,,,,,Yes,,,,,,
SYNEWPLD024-0004873,SYNEWPLD024-0004873,,,,,,,Yes,,,,,
SYNEWPLD024-0004877,SYNEWPLD024-0004878,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0004881,SYNEWPLD024-0004883,,,,,,,Yes,,Yes,,,
SYNEWPLD024-0004885,SYNEWPLD024-0004885,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0004889,SYNEWPLD024-0004890,,,,,,,Yes,,,,Yes,
SYNEWPLD024-0004893,SYNEWPLD024-0004895,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0004897,SYNEWPLD024-0004897,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0004901,SYNEWPLD024-0004902,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0004905,SYNEWPLD024-0004907,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0004909,SYNEWPLD024-0004909,,,,Yes,,,,Yes,,,,
SYNEWPLD024-0004913,SYNEWPLD024-0004914,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0004917,SYNEWPLD024-0004919,,,,,,Yes,,Yes,,,,
SYNEWPLD024-0004921,SYNEWPLD024-0004921,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0004925,SYNEWPLD024-0004926,,,,,,,,Yes,,,,
SYNEWPLD024-0004929,SYNEWPLD024-0004931,,,,,,,,,Yes,,,
SYNEWPLD024-0004933,SYNEWPLD024-0004933,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0004937,SYNEWPLD024-0004938,,,,,,,,,Yes,,Yes,
SYNEWPLD024-0004941,SYNEWPLD024-0004943,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0004945,SYNEWPLD024-0004945,Yes,,,,,,,,Yes,,,
SYNEWPLD024-0004949,SYNEWPLD024-0004950,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0004953,SYNEWPLD024-0004955,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0004957,SYNEWPLD024-0004957,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0004961,SYNEWPLD024-0004962,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0004965,SYNEWPLD024-0004967,,,,,,Yes,,,,Yes,,
SYNEWPLD024-0004969,SYNEWPLD024-0004969,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0004973,SYNEWPLD024-0004974,,,,,,,,Yes,,Yes,,
SYNEWPLD024-0004977,SYNEWPLD024-0004979,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0004981,SYNEWPLD024-0004981,,,,,,,,,,Yes,,
SYNEWPLD024-0004985,SYNEWPLD024-0004986,,,,,,,,,,,Yes,
SYNEWPLD024-0004989,SYNEWPLD024-0004991,,,,,,,,,,,Yes,Yes
SYNEWPLD024-0004993,SYNEWPLD024-0004993,Yes,,,,,,,,,,Yes,
SYNEWPLD024-0004997,SYNEWPLD024-0004998,,Yes,,,,,,,,,Yes,
SYNEWPLD024-0005001,SYNEWPLD024-0005003,,,Yes,,,,,,,,Yes,
SYNEWPLD024-0005005,SYNEWPLD024-0005005,,,,Yes,,,,,,,Yes,
SYNEWPLD024-0005009,SYNEWPLD024-0005010,,,,,Yes,,,,,,Yes,
SYNEWPLD024-0005013,SYNEWPLD024-0005015,,,,,,Yes,,,,,,Yes
SYNEWPLD024-0005017,SYNEWPLD024-0005017,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0005021,SYNEWPLD024-0005022,,,,,,,,Yes,,,,Yes
SYNEWPLD024-0005025,SYNEWPLD024-0005027,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0005029,SYNEWPLD024-0005029,,,,,,,,,,Yes,,Yes
SYNEWPLD024-0005033,SYNEWPLD024-0005034,,,,,,,,,,,Yes,Yes
SYNEWPLD024-0005037,SYNEWPLD024-0005039,,,,,,,,,,,,Yes
SYNEWPLD024-0005041,SYNEWPLD024-0005041,Yes,,,,,,,,,,,
SYNEWPLD024-0005045,SYNEWPLD024-0005046,Yes,Yes,,,,,,,,,,
SYNEWPLD024-0005049,SYNEWPLD024-0005051,Yes,,Yes,,,,,,,,,
SYNEWPLD024-0005053,SYNEWPLD024-0005053,Yes,,,Yes,,,,,,,,
SYNEWPLD024-0005057,SYNEWPLD024-0005058,Yes,,,,Yes,,,,,,,
SYNEWPLD024-0005061,SYNEWPLD024-0005063,Yes,,,,,Yes,,,,,,
SYNEWPLD024-0005065,SYNEWPLD024-0005065,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0005069,SYNEWPLD024-0005070,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0005073,SYNEWPLD024-0005075,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0005077,SYNEWPLD024-0005077,,Yes,,,,,,,,Yes,,
SYNEWPLD024-0005081,SYNEWPLD024-0005082,,Yes,,,,,,,,,Yes,
SYNEWPLD024-0005085,SYNEWPLD024-0005087,,Yes,,,,,,,,,,Yes
SYNEWPLD024-0005089,SYNEWPLD024-0005089,Yes,Yes,,,,,,,,,,
SYNEWPLD024-0005093,SYNEWPLD024-0005094,,Yes,,,,,,,,,,
SYNEWPLD024-0005097,SYNEWPLD024-0005099,,,Yes,,,,,,,,,
SYNEWPLD024-0005101,SYNEWPLD024-0005101,,,Yes,Yes,,,,,,,,
SYNEWPLD024-0005105,SYNEWPLD024-0005106,,,Yes,,Yes,,,,,,,
SYNEWPLD024-0005109,SYNEWPLD024-0005111,,,Yes,,,Yes,,,,,,
SYNEWPLD024-0005113,SYNEWPLD024-0005113,,,Yes,,,,Yes,,,,,
SYNEWPLD024-0005117,SYNEWPLD024-0005118,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0005121,SYNEWPLD024-0005123,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0005125,SYNEWPLD024-0005125,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0005129,SYNEWPLD024-0005130,,,,Yes,,,,,,,Yes,
SYNEWPLD024-0005133,SYNEWPLD024-0005135,,,,Yes,,,,,,,,Yes
SYNEWPLD024-0005137,SYNEWPLD024-0005137,Yes,,,Yes,,,,,,,,
SYNEWPLD024-0005141,SYNEWPLD024-0005142,,Yes,,Yes,,,,,,,,
SYNEWPLD024-0005145,SYNEWPLD024-0005147,,,Yes,Yes,,,,,,,,
SYNEWPLD024-0005149,SYNEWPLD024-0005149,,,,Yes,,,,,,,,
SYNEWPLD024-0005153,SYNEWPLD024-0005154,,,,,Yes,,,,,,,
SYNEWPLD024-0005157,SYNEWPLD024-0005159,,,,,Yes,Yes,,,,,,
SYNEWPLD024-0005161,SYNEWPLD024-0005161,,,,,Yes,,Yes,,,,,
SYNEWPLD024-0005165,SYNEWPLD024-0005166,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0005169,SYNEWPLD024-0005171,,,,,Yes,,,,Yes,,,
SYNEWPLD024-0005173,SYNEWPLD024-0005173,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0005177,SYNEWPLD024-0005178,,,,,Yes,,,,,,Yes,
SYNEWPLD024-0005181,SYNEWPLD024-0005183,,,,,,Yes,,,,,,Yes
SYNEWPLD024-0005185,SYNEWPLD024-0005185,Yes,,,,,Yes,,,,,,
SYNEWPLD024-0005189,SYNEWPLD024-0005190,,Yes,,,,Yes,,,,,,
SYNEWPLD024-0005193,SYNEWPLD024-0005195,,,Yes,,,Yes,,,,,,
SYNEWPLD024-0005197,SYNEWPLD024-0005197,,,,Yes,,Yes,,,,,,
SYNEWPLD024-0005201,SYNEWPLD024-0005202,,,,,Yes,Yes,,,,,,
SYNEWPLD024-0005205,SYNEWPLD024-0005207,,,,,,Yes,,,,,,
SYNEWPLD024-0005209,SYNEWPLD024-0005209,,,,,,,Yes,,,,,
SYNEWPLD024-0005213,SYNEWPLD024-0005214,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0005217,SYNEWPLD024-0005219,,,,,,,Yes,,Yes,,,
SYNEWPLD024-0005221,SYNEWPLD024-0005221,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0005225,SYNEWPLD024-0005226,,,,,,,Yes,,,,Yes,
SYNEWPLD024-0005229,SYNEWPLD024-0005231,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0005233,SYNEWPLD024-0005233,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0005237,SYNEWPLD024-0005238,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0005241,SYNEWPLD024-0005243,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0005245,SYNEWPLD024-0005245,,,,Yes,,,,Yes,,,,
SYNEWPLD024-0005249,SYNEWPLD024-0005250,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0005253,SYNEWPLD024-0005255,,,,,,Yes,,Yes,,,,
SYNEWPLD024-0005257,SYNEWPLD024-0005257,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0005261,SYNEWPLD024-0005262,,,,,,,,Yes,,,,
SYNEWPLD024-0005265,SYNEWPLD024-0005267,,,,,,,,,Yes,,,
SYNEWPLD024-0005269,SYNEWPLD024-0005269,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0005273,SYNEWPLD024-0005274,,,,,,,,,Yes,,Yes,
SYNEWPLD024-0005277,SYNEWPLD024-0005279,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0005281,SYNEWPLD024-0005281,Yes,,,,,,,,Yes,,,
SYNEWPLD024-0005285,SYNEWPLD024-0005286,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0005289,SYNEWPLD024-0005291,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0005293,SYNEWPLD024-0005293,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0005297,SYNEWPLD024-0005298,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0005301,SYNEWPLD024-0005303,,,,,,Yes,,,,Yes,,
SYNEWPLD024-0005305,SYNEWPLD024-0005305,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0005309,SYNEWPLD024-0005310,,,,,,,,Yes,,Yes,,
SYNEWPLD024-0005313,SYNEWPLD024-0005315,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0005317,SYNEWPLD024-0005317,,,,,,,,,,Yes,,
SYNEWPLD024-0005321,SYNEWPLD024-0005322,,,,,,,,,,,Yes,
SYNEWPLD024-0005325,SYNEWPLD024-0005327,,,,,,,,,,,Yes,Yes
SYNEWPLD024-0005329,SYNEWPLD024-0005329,Yes,,,,,,,,,,Yes,
SYNEWPLD024-0005333,SYNEWPLD024-0005334,,Yes,,,,,,,,,Yes,
SYNEWPLD024-0005337,SYNEWPLD024-0005339,,,Yes,,,,,,,,Yes,
SYNEWPLD024-0005341,SYNEWPLD024-0005341,,,,Yes,,,,,,,Yes,
SYNEWPLD024-0005345,SYNEWPLD024-0005346,,,,,Yes,,,,,,Yes,
SYNEWPLD024-0005349,SYNEWPLD024-0005351,,,,,,Yes,,,,,,Yes
SYNEWPLD024-0005353,SYNEWPLD024-0005353,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0005357,SYNEWPLD024-0005358,,,,,,,,Yes,,,,Yes
SYNEWPLD024-0005361,SYNEWPLD024-0005363,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0005365,SYNEWPLD024-0005365,,,,,,,,,,Yes,,Yes
SYNEWPLD024-0005369,SYNEWPLD024-0005370,,,,,,,,,,,Yes,Yes
SYNEWPLD024-0005373,SYNEWPLD024-0005375,,,,,,,,,,,,Yes
SYNEWPLD024-0005377,SYNEWPLD024-0005377,Yes,,,,,,,,,,,
SYNEWPLD024-0005381,SYNEWPLD024-0005382,Yes,Yes,,,,,,,,,,
SYNEWPLD024-0005385,SYNEWPLD024-0005387,Yes,,Yes,,,,,,,,,
SYNEWPLD024-0005389,SYNEWPLD024-0005389,Yes,,,Yes,,,,,,,,
SYNEWPLD024-0005393,SYNEWPLD024-0005394,Yes,,,,Yes,,,,,,,
SYNEWPLD024-0005397,SYNEWPLD024-0005399,Yes,,,,,Yes,,,,,,
SYNEWPLD024-0005401,SYNEWPLD024-0005401,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0005405,SYNEWPLD024-0005406,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0005409,SYNEWPLD024-0005411,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0005413,SYNEWPLD024-0005413,,Yes,,,,,,,,Yes,,
SYNEWPLD024-0005417,SYNEWPLD024-0005418,,Yes,,,,,,,,,Yes,
SYNEWPLD024-0005421,SYNEWPLD024-0005423,,Yes,,,,,,,,,,Yes
SYNEWPLD024-0005425,SYNEWPLD024-0005425,Yes,Yes,,,,,,,,,,
SYNEWPLD024-0005429,SYNEWPLD024-0005430,,Yes,,,,,,,,,,
SYNEWPLD024-0005433,SYNEWPLD024-0005435,,,Yes,,,,,,,,,
SYNEWPLD024-0005437,SYNEWPLD024-0005437,,,Yes,Yes,,,,,,,,
SYNEWPLD024-0005441,SYNEWPLD024-0005442,,,Yes,,Yes,,,,,,,
SYNEWPLD024-0005445,SYNEWPLD024-0005447,,,Yes,,,Yes,,,,,,
SYNEWPLD024-0005449,SYNEWPLD024-0005449,,,Yes,,,,Yes,,,,,
SYNEWPLD024-0005453,SYNEWPLD024-0005454,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0005457,SYNEWPLD024-0005459,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0005461,SYNEWPLD024-0005461,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0005465,SYNEWPLD024-0005466,,,,Yes,,,,,,,Yes,
SYNEWPLD024-0005469,SYNEWPLD024-0005471,,,,Yes,,,,,,,,Yes
SYNEWPLD024-0005473,SYNEWPLD024-0005473,Yes,,,Yes,,,,,,,,
SYNEWPLD024-0005477,SYNEWPLD024-0005478,,Yes,,Yes,,,,,,,,
SYNEWPLD024-0005481,SYNEWPLD024-0005483,,,Yes,Yes,,,,,,,,
SYNEWPLD024-0005485,SYNEWPLD024-0005485,,,,Yes,,,,,,,,
SYNEWPLD024-0005489,SYNEWPLD024-0005490,,,,,Yes,,,,,,,
SYNEWPLD024-0005493,SYNEWPLD024-0005495,,,,,Yes,Yes,,,,,,
SYNEWPLD024-0005497,SYNEWPLD024-0005497,,,,,Yes,,Yes,,,,,
SYNEWPLD024-0005501,SYNEWPLD024-0005502,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0005505,SYNEWPLD024-0005507,,,,,Yes,,,,Yes,,,
SYNEWPLD024-0005509,SYNEWPLD024-0005509,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0005513,SYNEWPLD024-0005514,,,,,Yes,,,,,,Yes,
SYNEWPLD024-0005517,SYNEWPLD024-0005519,,,,,,Yes,,,,,,Yes
SYNEWPLD024-0005521,SYNEWPLD024-0005521,Yes,,,,,Yes,,,,,,
SYNEWPLD024-0005525,SYNEWPLD024-0005526,,Yes,,,,Yes,,,,,,
SYNEWPLD024-0005529,SYNEWPLD024-0005531,,,Yes,,,Yes,,,,,,
SYNEWPLD024-0005533,SYNEWPLD024-0005533,,,,Yes,,Yes,,,,,,
SYNEWPLD024-0005537,SYNEWPLD024-0005538,,,,,Yes,Yes,,,,,,
SYNEWPLD024-0005541,SYNEWPLD024-0005543,,,,,,Yes,,,,,,
SYNEWPLD024-0005545,SYNEWPLD024-0005545,,,,,,,Yes,,,,,
SYNEWPLD024-0005549,SYNEWPLD024-0005550,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0005553,SYNEWPLD024-0005555,,,,,,,Yes,,Yes,,,
SYNEWPLD024-0005557,SYNEWPLD024-0005557,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0005561,SYNEWPLD024-0005562,,,,,,,Yes,,,,Yes,
SYNEWPLD024-0005565,SYNEWPLD024-0005567,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0005569,SYNEWPLD024-0005569,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0005573,SYNEWPLD024-0005574,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0005577,SYNEWPLD024-0005579,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0005581,SYNEWPLD024-0005581,,,,Yes,,,,Yes,,,,
SYNEWPLD024-0005585,SYNEWPLD024-0005586,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0005589,SYNEWPLD024-0005591,,,,,,Yes,,Yes,,,,
SYNEWPLD024-0005593,SYNEWPLD024-0005593,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0005597,SYNEWPLD024-0005598,,,,,,,,Yes,,,,
SYNEWPLD024-0005601,SYNEWPLD024-0005603,,,,,,,,,Yes,,,
SYNEWPLD024-0005605,SYNEWPLD024-0005605,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0005609,SYNEWPLD024-0005610,,,,,,,,,Yes,,Yes,
SYNEWPLD024-0005613,SYNEWPLD024-0005615,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0005617,SYNEWPLD024-0005617,Yes,,,,,,,,Yes,,,
SYNEWPLD024-0005621,SYNEWPLD024-0005622,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0005625,SYNEWPLD024-0005627,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0005629,SYNEWPLD024-0005629,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0005633,SYNEWPLD024-0005634,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0005637,SYNEWPLD024-0005639,,,,,,Yes,,,,Yes,,
SYNEWPLD024-0005641,SYNEWPLD024-0005641,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0005645,SYNEWPLD024-0005646,,,,,,,,Yes,,Yes,,
SYNEWPLD024-0005649,SYNEWPLD024-0005651,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0005653,SYNEWPLD024-0005653,,,,,,,,,,Yes,,
SYNEWPLD024-0005657,SYNEWPLD024-0005658,,,,,,,,,,,Yes,
SYNEWPLD024-0005661,SYNEWPLD024-0005663,,,,,,,,,,,Yes,Yes
SYNEWPLD024-0005665,SYNEWPLD024-0005665,Yes,,,,,,,,,,Yes,
SYNEWPLD024-0005669,SYNEWPLD024-0005670,,Yes,,,,,,,,,Yes,
SYNEWPLD024-0005673,SYNEWPLD024-0005675,,,Yes,,,,,,,,Yes,
SYNEWPLD024-0005677,SYNEWPLD024-0005677,,,,Yes,,,,,,,Yes,
SYNEWPLD024-0005681,SYNEWPLD024-0005682,,,,,Yes,,,,,,Yes,
SYNEWPLD024-0005685,SYNEWPLD024-0005687,,,,,,Yes,,,,,,Yes
SYNEWPLD024-0005689,SYNEWPLD024-0005689,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0005693,SYNEWPLD024-0005694,,,,,,,,Yes,,,,Yes
SYNEWPLD024-0005697,SYNEWPLD024-0005699,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0005701,SYNEWPLD024-0005701,,,,,,,,,,Yes,,Yes
SYNEWPLD024-0005705,SYNEWPLD024-0005706,,,,,,,,,,,Yes,Yes
SYNEWPLD024-0005709,SYNEWPLD024-0005711,,,,,,,,,,,,Yes
SYNEWPLD024-0005713,SYNEWPLD024-0005713,Yes,,,,,,,,,,,
SYNEWPLD024-0005717,SYNEWPLD024-0005718,Yes,Yes,,,,,,,,,,
SYNEWPLD024-0005721,SYNEWPLD024-0005723,Yes,,Yes,,,,,,,,,
SYNEWPLD024-0005725,SYNEWPLD024-0005725,Yes,,,Yes,,,,,,,,
SYNEWPLD024-0005729,SYNEWPLD024-0005730,Yes,,,,Yes,,,,,,,
SYNEWPLD024-0005733,SYNEWPLD024-0005735,Yes,,,,,Yes,,,,,,
SYNEWPLD024-0005737,SYNEWPLD024-0005737,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0005741,SYNEWPLD024-0005742,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0005745,SYNEWPLD024-0005747,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0005749,SYNEWPLD024-0005749,,Yes,,,,,,,,Yes,,
SYNEWPLD024-0005753,SYNEWPLD024-0005754,,Yes,,,,,,,,,Yes,
SYNEWPLD024-0005757,SYNEWPLD024-0005759,,Yes,,,,,,,,,,Yes
SYNEWPLD024-0005761,SYNEWPLD024-0005761,Yes,Yes,,,,,,,,,,
SYNEWPLD024-0005765,SYNEWPLD024-0005766,,Yes,,,,,,,,,,
SYNEWPLD024-0005769,SYNEWPLD024-0005771,,,Yes,,,,,,,,,
SYNEWPLD024-0005773,SYNEWPLD024-0005773,,,Yes,Yes,,,,,,,,
SYNEWPLD024-0005777,SYNEWPLD024-0005778,,,Yes,,Yes,,,,,,,
SYNEWPLD024-0005781,SYNEWPLD024-0005783,,,Yes,,,Yes,,,,,,
SYNEWPLD024-0005785,SYNEWPLD024-0005785,,,Yes,,,,Yes,,,,,
SYNEWPLD024-0005789,SYNEWPLD024-0005790,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0005793,SYNEWPLD024-0005795,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0005797,SYNEWPLD024-0005797,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0005801,SYNEWPLD024-0005802,,,,Yes,,,,,,,Yes,
SYNEWPLD024-0005805,SYNEWPLD024-0005807,,,,Yes,,,,,,,,Yes
SYNEWPLD024-0005809,SYNEWPLD024-0005809,Yes,,,Yes,,,,,,,,
SYNEWPLD024-0005813,SYNEWPLD024-0005814,,Yes,,Yes,,,,,,,,
SYNEWPLD024-0005817,SYNEWPLD024-0005819,,,Yes,Yes,,,,,,,,
SYNEWPLD024-0005821,SYNEWPLD024-0005821,,,,Yes,,,,,,,,
SYNEWPLD024-0005825,SYNEWPLD024-0005826,,,,,Yes,,,,,,,
SYNEWPLD024-0005829,SYNEWPLD024-0005831,,,,,Yes,Yes,,,,,,
SYNEWPLD024-0005833,SYNEWPLD024-0005833,,,,,Yes,,Yes,,,,,
SYNEWPLD024-0005837,SYNEWPLD024-0005838,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0005841,SYNEWPLD024-0005843,,,,,Yes,,,,Yes,,,
SYNEWPLD024-0005845,SYNEWPLD024-0005845,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0005849,SYNEWPLD024-0005850,,,,,Yes,,,,,,Yes,
SYNEWPLD024-0005853,SYNEWPLD024-0005855,,,,,,Yes,,,,,,Yes
SYNEWPLD024-0005857,SYNEWPLD024-0005857,Yes,,,,,Yes,,,,,,
SYNEWPLD024-0005861,SYNEWPLD024-0005862,,Yes,,,,Yes,,,,,,
SYNEWPLD024-0005865,SYNEWPLD024-0005867,,,Yes,,,Yes,,,,,,
SYNEWPLD024-0005869,SYNEWPLD024-0005869,,,,Yes,,Yes,,,,,,
SYNEWPLD024-0005873,SYNEWPLD024-0005874,,,,,Yes,Yes,,,,,,
SYNEWPLD024-0005877,SYNEWPLD024-0005879,,,,,,Yes,,,,,,
SYNEWPLD024-0005881,SYNEWPLD024-0005881,,,,,,,Yes,,,,,
SYNEWPLD024-0005885,SYNEWPLD024-0005886,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0005889,SYNEWPLD024-0005891,,,,,,,Yes,,Yes,,,
SYNEWPLD024-0005893,SYNEWPLD024-0005893,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0005897,SYNEWPLD024-0005898,,,,,,,Yes,,,,Yes,
SYNEWPLD024-0005901,SYNEWPLD024-0005903,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0005905,SYNEWPLD024-0005905,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0005909,SYNEWPLD024-0005910,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0005913,SYNEWPLD024-0005915,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0005917,SYNEWPLD024-0005917,,,,Yes,,,,Yes,,,,
SYNEWPLD024-0005921,SYNEWPLD024-0005922,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0005925,SYNEWPLD024-0005927,,,,,,Yes,,Yes,,,,
SYNEWPLD024-0005929,SYNEWPLD024-0005929,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0005933,SYNEWPLD024-0005934,,,,,,,,Yes,,,,
SYNEWPLD024-0005937,SYNEWPLD024-0005939,,,,,,,,,Yes,,,
SYNEWPLD024-0005941,SYNEWPLD024-0005941,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0005945,SYNEWPLD024-0005946,,,,,,,,,Yes,,Yes,
SYNEWPLD024-0005949,SYNEWPLD024-0005951,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0005953,SYNEWPLD024-0005953,Yes,,,,,,,,Yes,,,
SYNEWPLD024-0005957,SYNEWPLD024-0005958,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0005961,SYNEWPLD024-0005963,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0005965,SYNEWPLD024-0005965,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0005969,SYNEWPLD024-0005970,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0005973,SYNEWPLD024-0005975,,,,,,Yes,,,,Yes,,
